Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,03-01-2020
Maryland,United States,2020-01-01,24,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,24,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,18,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,5,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,5,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,4,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,2,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,2,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,2,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,1,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,1,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,1,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,1,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,1,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,1,0,0,39.045755,-76.641271,03-22-2020
Maryland,United States,2020-01-01,1,0,0,39.045755,-76.641271,03-22-2020
Virginia,United States,2020-01-01,32,2,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,31,1,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,26,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,18,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,17,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,15,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,8,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,8,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,6,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,5,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,5,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,5,1,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,5,1,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,4,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,3,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,2,1,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-22-2020
Mississippi,United States,2020-01-01,20,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,18,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,15,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,11,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,10,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,9,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,8,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,7,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,7,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,7,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,6,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,6,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,5,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,5,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,4,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,4,1,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,4,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,4,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,3,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,3,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,3,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,3,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,3,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,3,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,3,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,2,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,2,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,2,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,2,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,2,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,2,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,2,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,2,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,2,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-22-2020
Indiana,United States,2020-01-01,82,3,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,18,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,12,1,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,10,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,8,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,8,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,6,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,5,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,4,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,4,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,4,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,4,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,3,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,3,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,2,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,2,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,2,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,2,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,2,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,2,1,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,2,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,1,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
Indiana,United States,2020-01-01,1,0,0,40.551217,-85.602364,03-22-2020
South Carolina,United States,2020-01-01,44,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,29,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,19,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,14,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,13,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,12,1,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,11,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,10,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,5,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,5,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,4,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,3,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,3,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,3,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,2,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,2,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,1,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,1,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
South Carolina,United States,2020-01-01,1,0,0,33.836081,-81.163725,03-22-2020
Nevada,United States,2020-01-01,126,2,0,38.80261,-116.419389,03-22-2020
Nevada,United States,2020-01-01,36,0,0,38.80261,-116.419389,03-22-2020
Nevada,United States,2020-01-01,25,0,0,38.80261,-116.419389,03-22-2020
Nevada,United States,2020-01-01,2,0,0,38.80261,-116.419389,03-22-2020
Nevada,United States,2020-01-01,1,0,0,38.80261,-116.419389,03-22-2020
Utah,United States,2020-01-01,80,0,0,39.32098,-111.093731,03-22-2020
Utah,United States,2020-01-01,43,0,0,39.32098,-111.093731,03-22-2020
Utah,United States,2020-01-01,19,1,0,39.32098,-111.093731,03-22-2020
Utah,United States,2020-01-01,8,0,0,39.32098,-111.093731,03-22-2020
Utah,United States,2020-01-01,6,0,0,39.32098,-111.093731,03-22-2020
Utah,United States,2020-01-01,3,0,0,39.32098,-111.093731,03-22-2020
Utah,United States,2020-01-01,2,0,0,39.32098,-111.093731,03-22-2020
Utah,United States,2020-01-01,1,0,0,39.32098,-111.093731,03-22-2020
Minnesota,United States,2020-01-01,57,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,18,1,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,14,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,11,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,8,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,7,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,7,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,6,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,5,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,4,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,4,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,3,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,3,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,3,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,3,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,2,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,2,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-22-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-22-2020
Arkansas,United States,2020-01-01,121,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,9,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,4,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,3,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,3,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,2,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,2,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-22-2020
Oregon,United States,2020-01-01,55,1,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,22,1,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,19,1,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,19,1,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,12,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,10,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,6,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,4,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,4,1,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,2,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,2,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,1,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,1,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,1,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,1,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,1,0,0,43.804133,-120.554201,03-22-2020
Oregon,United States,2020-01-01,1,0,0,43.804133,-120.554201,03-22-2020
Alabama,United States,2020-01-01,71,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,17,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,16,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,16,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,7,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,6,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,3,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,3,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,2,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,2,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,2,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,2,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,2,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,1,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,1,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,1,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,1,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,1,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,1,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,1,0,0,32.318231,-86.902298,03-22-2020
Alabama,United States,2020-01-01,1,0,0,32.318231,-86.902298,03-22-2020
Arizona,United States,2020-01-01,81,2,0,34.048928,-111.093731,03-22-2020
Arizona,United States,2020-01-01,17,0,0,34.048928,-111.093731,03-22-2020
Arizona,United States,2020-01-01,16,0,0,34.048928,-111.093731,03-22-2020
Arizona,United States,2020-01-01,14,0,0,34.048928,-111.093731,03-22-2020
Arizona,United States,2020-01-01,13,0,0,34.048928,-111.093731,03-22-2020
Arizona,United States,2020-01-01,3,0,0,34.048928,-111.093731,03-22-2020
Arizona,United States,2020-01-01,3,0,0,34.048928,-111.093731,03-22-2020
Arizona,United States,2020-01-01,2,0,0,34.048928,-111.093731,03-22-2020
Arizona,United States,2020-01-01,1,0,0,34.048928,-111.093731,03-22-2020
Arizona,United States,2020-01-01,1,0,0,34.048928,-111.093731,03-22-2020
Arizona,United States,2020-01-01,1,0,0,34.048928,-111.093731,03-22-2020
Kentucky,United States,2020-01-01,39,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,25,1,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,10,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,7,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,2,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,2,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,2,1,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,2,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,2,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,2,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,1,1,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-22-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-22-2020
Missouri,United States,2020-01-01,22,1,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,15,1,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,10,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,10,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,8,1,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,6,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,3,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,3,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,2,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,1,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,1,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,1,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,1,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,1,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,1,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,1,0,0,37.964253,-91.831833,03-22-2020
Missouri,United States,2020-01-01,1,0,0,37.964253,-91.831833,03-22-2020
Iowa,United States,2020-01-01,32,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,10,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,6,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,5,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,4,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,4,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,3,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,3,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,3,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,3,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,2,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,2,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,2,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,1,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,1,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,1,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,1,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,1,0,0,41.878003,-93.097702,03-22-2020
Iowa,United States,2020-01-01,1,0,0,41.878003,-93.097702,03-22-2020
